Country,City,Location/Site,Sampling_date,Trap_type,Green_level,Green_area_coverage,Blue_area_coverage,Temperature_2m,Relative_humidity,Wind_speed_10m,Mosquito_species,Mosquito_abundance,Biodiversity_index
Spain,Barcelona,9,2026-02-08,HumanOdor_CO2,1,22.5,47.58,25.16,68.11,7.04,Culex quinquefasciatus,4,2.29
Netherlands,Nijmegen,5,2025-04-14,HumanOdor_CO2,4,100.0,7.91,24.28,103.54,3.04,Culex quinquefasciatus,48,0.53
Netherlands,Nijmegen,1,2025-11-10,HumanOdor_CO2,4,100.0,0.0,22.59,96.84,7.84,Aedes albopictus,54,1.92
France,Montpellier,7,2025-09-11,Light_CO2,3,76.92,19.01,22.27,82.93,0.72,Aedes albopictus,13,0.84
Netherlands,Nijmegen,3,2025-11-10,HumanOdor_CO2,4,96.11,0.16,24.61,78.46,0.04,Aedes aegypti,49,1.99
France,Montpellier,3,2025-05-14,HumanOdor_CO2,1,28.87,38.01,27.98,78.92,6.45,Anopheles gambiae,5,2.26
France,Montpellier,4,2025-10-11,HumanOdor_CO2,1,23.84,28.58,27.24,78.19,2.13,Aedes albopictus,7,1.38
Spain,Barcelona,5,2026-01-09,HumanOdor_CO2,1,22.9,29.84,28.77,81.16,6.31,Aedes albopictus,12,1.62
France,Montpellier,4,2025-03-15,Light_CO2,1,23.84,28.58,27.62,75.46,0.07,Aedes albopictus,0,1.65
Netherlands,Utrecht,9,2025-04-14,HumanOdor_CO2,4,100.0,14.24,22.08,87.96,4.83,Anopheles gambiae,23,0.81
Spain,Barcelona,1,2025-03-15,Light_CO2,1,24.35,42.69,26.01,90.77,4.73,Culex quinquefasciatus,10,1.33
Netherlands,Nijmegen,1,2025-06-13,Light_CO2,4,100.0,0.0,23.94,90.04,6.01,Culex quinquefasciatus,27,1.23
France,Montpellier,2,2025-03-15,Light_CO2,2,51.25,33.14,29.67,69.57,5.48,Culex pipiens,4,1.7
Spain,Barcelona,6,2026-02-08,HumanOdor_CO2,4,97.72,18.77,25.0,73.63,1.63,Aedes aegypti,32,1.44
France,Montpellier,1,2025-10-11,HumanOdor_CO2,1,25.77,41.14,26.42,75.69,7.85,Culex quinquefasciatus,3,2.35
Netherlands,Nijmegen,5,2025-07-13,Light_CO2,4,100.0,7.91,19.7,82.35,0.18,Culex pipiens,38,2.38
Netherlands,Utrecht,9,2025-09-11,HumanOdor_CO2,4,100.0,14.24,26.36,76.36,1.08,Anopheles gambiae,32,1.22
Netherlands,Nijmegen,2,2025-09-11,Light_CO2,3,70.36,27.8,22.58,83.97,0.46,Aedes aegypti,21,1.71
Spain,Barcelona,2,2025-06-13,Light_CO2,3,78.39,14.41,21.55,68.42,6.68,Culex quinquefasciatus,21,1.91
Spain,Barcelona,1,2025-11-10,Light_CO2,1,24.35,42.69,23.52,74.16,3.96,Culex quinquefasciatus,3,0.96
Netherlands,Nijmegen,8,2026-01-09,HumanOdor_CO2,1,23.65,38.02,25.81,75.62,7.19,Anopheles gambiae,1,1.23
Spain,Barcelona,3,2025-10-11,Light_CO2,4,94.45,16.13,23.61,80.27,3.66,Aedes albopictus,59,0.79
France,Montpellier,2,2025-05-14,Light_CO2,2,51.25,33.14,29.23,68.56,6.84,Aedes albopictus,9,0.84
Netherlands,Nijmegen,5,2025-05-14,HumanOdor_CO2,4,100.0,7.91,21.31,79.9,2.75,Aedes albopictus,43,1.11
Netherlands,Utrecht,2,2026-02-08,Light_CO2,1,29.98,42.65,25.84,81.01,1.72,Culex pipiens,3,1.39
France,Montpellier,7,2026-02-08,Light_CO2,3,76.92,19.01,24.01,90.2,5.09,Anopheles gambiae,12,1.76
Netherlands,Nijmegen,4,2025-07-13,Light_CO2,3,77.09,28.93,22.17,72.4,5.04,Aedes albopictus,20,0.88
Spain,Barcelona,6,2025-06-13,HumanOdor_CO2,4,97.72,18.77,23.63,70.28,1.95,Culex quinquefasciatus,32,2.01
France,Montpellier,1,2025-03-15,Light_CO2,1,25.77,41.14,27.23,69.32,7.72,Culex pipiens,6,1.65
Spain,Barcelona,1,2025-04-14,Light_CO2,1,24.35,42.69,23.51,75.46,7.99,Anopheles gambiae,1,1.08
Netherlands,Nijmegen,5,2026-01-09,HumanOdor_CO2,4,100.0,7.91,27.2,82.06,6.4,Aedes albopictus,48,0.61
Netherlands,Utrecht,2,2026-02-08,Light_CO2,1,29.98,42.65,25.84,81.01,1.72,Culex quinquefasciatus,3,1.39
Netherlands,Nijmegen,2,2026-02-08,HumanOdor_CO2,3,70.36,27.8,25.24,84.32,4.18,Culex pipiens,9,0.99
Spain,Barcelona,9,2025-09-11,Light_CO2,1,22.5,47.58,23.73,84.42,6.48,Anopheles gambiae,8,1.07
Spain,Barcelona,4,2025-12-10,HumanOdor_CO2,1,25.66,55.74,24.27,75.55,0.96,Anopheles gambiae,1,0.53
Spain,Barcelona,9,2025-05-14,HumanOdor_CO2,1,22.5,47.58,21.62,88.35,6.46,Culex quinquefasciatus,5,2.24
Netherlands,Nijmegen,2,2025-10-11,Light_CO2,3,70.36,27.8,27.04,81.51,4.58,Aedes albopictus,30,0.55
Netherlands,Utrecht,7,2025-04-14,Light_CO2,4,99.0,14.24,27.12,73.91,7.38,Culex quinquefasciatus,35,1.9
Netherlands,Utrecht,5,2025-08-12,HumanOdor_CO2,3,68.72,23.91,23.51,76.73,3.5,Aedes aegypti,22,0.94
Netherlands,Nijmegen,2,2026-02-08,HumanOdor_CO2,3,70.36,27.8,25.24,84.32,4.18,Aedes albopictus,18,0.99
Netherlands,Nijmegen,7,2025-10-11,Light_CO2,2,43.07,39.13,19.67,62.78,6.82,Aedes albopictus,11,0.96
Netherlands,Nijmegen,5,2025-11-10,Light_CO2,4,100.0,7.91,22.43,80.84,4.77,Anopheles gambiae,35,0.99
Netherlands,Nijmegen,6,2025-08-12,HumanOdor_CO2,1,19.0,28.52,23.42,59.26,2.85,Culex pipiens,1,1.16
Netherlands,Utrecht,1,2025-12-10,HumanOdor_CO2,1,28.09,34.84,21.23,83.54,1.19,Culex pipiens,4,1.4
France,Montpellier,5,2026-01-09,HumanOdor_CO2,2,57.07,28.25,24.46,81.28,4.54,Aedes aegypti,13,0.85
Spain,Barcelona,6,2025-10-11,HumanOdor_CO2,4,97.72,18.77,27.83,78.12,1.18,Culex quinquefasciatus,38,1.99
Netherlands,Nijmegen,8,2025-09-11,Light_CO2,1,23.65,38.02,28.85,69.38,7.05,Culex pipiens,5,1.32
Netherlands,Nijmegen,6,2025-10-11,HumanOdor_CO2,1,19.0,28.52,27.46,82.43,5.17,Culex pipiens,1,0.67
Netherlands,Nijmegen,4,2026-01-09,HumanOdor_CO2,3,77.09,28.93,19.27,91.39,5.75,Aedes aegypti,25,1.14
France,Montpellier,3,2025-06-13,HumanOdor_CO2,1,28.87,38.01,27.86,78.51,3.87,Culex quinquefasciatus,6,2.4
France,Montpellier,1,2025-12-10,Light_CO2,1,25.77,41.14,22.37,63.48,0.16,Culex pipiens,5,0.84
Netherlands,Utrecht,1,2025-03-15,Light_CO2,1,28.09,34.84,23.28,78.56,1.2,Culex quinquefasciatus,3,1.77
Spain,Barcelona,9,2025-10-11,Light_CO2,1,22.5,47.58,20.65,73.65,7.83,Anopheles gambiae,2,0.88
Netherlands,Nijmegen,8,2025-11-10,Light_CO2,1,23.65,38.02,25.39,76.14,0.7,Aedes aegypti,8,1.97
Spain,Barcelona,5,2026-01-09,HumanOdor_CO2,1,22.9,29.84,28.77,81.16,6.31,Aedes aegypti,2,1.62
Spain,Barcelona,6,2026-02-08,HumanOdor_CO2,4,97.72,18.77,25.0,73.63,1.63,Culex pipiens,46,1.44
Netherlands,Utrecht,5,2025-07-13,HumanOdor_CO2,3,68.72,23.91,24.13,78.99,2.22,Aedes aegypti,15,0.82
Spain,Barcelona,6,2025-04-14,Light_CO2,4,97.72,18.77,24.29,76.33,2.3,Aedes albopictus,48,1.48
Netherlands,Nijmegen,2,2025-05-14,Light_CO2,3,70.36,27.8,24.78,85.12,5.14,Anopheles gambiae,25,1.59
Netherlands,Utrecht,8,2025-07-13,HumanOdor_CO2,1,29.37,29.21,22.58,76.63,7.53,Aedes aegypti,7,1.3
Netherlands,Nijmegen,8,2025-11-10,Light_CO2,1,23.65,38.02,25.39,76.14,0.7,Anopheles gambiae,2,1.97
Netherlands,Nijmegen,9,2026-02-08,HumanOdor_CO2,2,55.84,34.12,23.92,86.92,1.78,Anopheles gambiae,4,0.86
Netherlands,Nijmegen,5,2026-02-08,Light_CO2,4,100.0,7.91,21.82,82.64,5.96,Anopheles gambiae,26,0.62
Netherlands,Nijmegen,3,2025-07-13,HumanOdor_CO2,4,96.11,0.16,23.16,82.23,1.55,Culex pipiens,40,2.03
Spain,Barcelona,7,2025-08-12,HumanOdor_CO2,3,70.08,19.22,24.53,106.41,5.31,Aedes albopictus,30,2.25
Netherlands,Utrecht,6,2025-03-15,HumanOdor_CO2,3,70.8,17.25,29.62,86.27,5.16,Culex quinquefasciatus,17,1.94
France,Montpellier,5,2025-12-10,HumanOdor_CO2,2,57.07,28.25,21.75,94.93,5.36,Aedes albopictus,17,1.3
Spain,Barcelona,3,2025-12-10,Light_CO2,4,94.45,16.13,22.42,78.42,1.85,Culex quinquefasciatus,34,0.88
Netherlands,Utrecht,6,2025-05-14,HumanOdor_CO2,3,70.8,17.25,21.35,79.74,7.1,Aedes aegypti,33,0.88
Netherlands,Utrecht,3,2025-08-12,HumanOdor_CO2,3,81.2,25.86,21.59,81.11,5.57,Culex quinquefasciatus,15,1.86
France,Montpellier,2,2025-04-14,HumanOdor_CO2,2,51.25,33.14,24.28,81.88,3.55,Aedes aegypti,10,1.88
France,Montpellier,3,2025-05-14,HumanOdor_CO2,1,28.87,38.01,27.98,78.92,6.45,Aedes aegypti,0,2.26
Netherlands,Nijmegen,1,2025-09-11,HumanOdor_CO2,4,100.0,0.0,26.37,82.46,6.13,Culex quinquefasciatus,29,1.79
Spain,Barcelona,2,2025-11-10,HumanOdor_CO2,3,78.39,14.41,27.76,97.03,7.3,Culex pipiens,17,2.28
Spain,Barcelona,2,2025-04-14,HumanOdor_CO2,3,78.39,14.41,18.31,70.88,6.25,Aedes aegypti,16,2.35
Netherlands,Utrecht,1,2026-01-09,Light_CO2,1,28.09,34.84,20.64,78.56,5.21,Aedes albopictus,8,1.22
Spain,Barcelona,3,2025-11-10,Light_CO2,4,94.45,16.13,24.13,85.72,6.13,Culex quinquefasciatus,41,0.94
Netherlands,Nijmegen,4,2025-04-14,HumanOdor_CO2,3,77.09,28.93,21.72,89.58,6.26,Culex pipiens,15,2.14
Netherlands,Nijmegen,5,2026-01-09,HumanOdor_CO2,4,100.0,7.91,27.2,82.06,6.4,Aedes aegypti,37,0.61
France,Montpellier,5,2026-02-08,Light_CO2,2,57.07,28.25,26.78,88.43,3.84,Anopheles gambiae,6,0.93
France,Montpellier,1,2025-10-11,HumanOdor_CO2,1,25.77,41.14,26.42,75.69,7.85,Aedes albopictus,7,2.35
France,Montpellier,2,2025-08-12,Light_CO2,2,51.25,33.14,24.93,82.29,3.69,Culex pipiens,9,2.4
Netherlands,Utrecht,8,2026-01-09,Light_CO2,1,29.37,29.21,25.34,67.72,2.91,Aedes albopictus,3,2.47
Netherlands,Nijmegen,8,2025-05-14,Light_CO2,1,23.65,38.02,21.46,85.18,2.76,Culex pipiens,1,0.99
Netherlands,Nijmegen,2,2026-01-09,Light_CO2,3,70.36,27.8,28.55,90.4,5.15,Aedes aegypti,20,2.11
Netherlands,Utrecht,7,2025-10-11,Light_CO2,4,99.0,14.24,21.47,98.3,0.21,Culex quinquefasciatus,41,0.58
Netherlands,Utrecht,9,2025-09-11,HumanOdor_CO2,4,100.0,14.24,26.36,76.36,1.08,Culex pipiens,34,1.22
Netherlands,Utrecht,6,2025-07-13,Light_CO2,3,70.8,17.25,26.44,85.48,1.73,Aedes albopictus,16,0.94
Netherlands,Utrecht,1,2025-06-13,HumanOdor_CO2,1,28.09,34.84,25.44,71.45,2.45,Culex quinquefasciatus,3,2.47
Netherlands,Nijmegen,3,2025-07-13,HumanOdor_CO2,4,96.11,0.16,23.16,82.23,1.55,Culex quinquefasciatus,36,2.03
Netherlands,Utrecht,1,2025-10-11,HumanOdor_CO2,1,28.09,34.84,26.57,79.85,0.58,Aedes albopictus,6,2.25
Netherlands,Nijmegen,7,2025-03-15,HumanOdor_CO2,2,43.07,39.13,22.82,81.65,0.36,Anopheles gambiae,14,0.85
Spain,Barcelona,8,2025-03-15,Light_CO2,3,66.88,15.38,19.76,88.76,2.69,Aedes albopictus,26,0.88
Netherlands,Nijmegen,5,2025-12-10,Light_CO2,4,100.0,7.91,23.78,93.49,3.87,Anopheles gambiae,27,0.96
Netherlands,Utrecht,9,2025-11-10,HumanOdor_CO2,4,100.0,14.24,26.62,88.8,7.77,Culex quinquefasciatus,30,2.4
Netherlands,Utrecht,7,2025-12-10,Light_CO2,4,99.0,14.24,20.55,85.26,6.19,Anopheles gambiae,37,2.03
Netherlands,Nijmegen,7,2025-07-13,HumanOdor_CO2,2,43.07,39.13,25.43,73.76,7.98,Aedes albopictus,14,2.48
Netherlands,Utrecht,9,2026-02-08,Light_CO2,4,100.0,14.24,25.1,95.55,3.14,Anopheles gambiae,26,1.44
Netherlands,Nijmegen,4,2025-10-11,HumanOdor_CO2,3,77.09,28.93,26.75,91.02,2.18,Aedes aegypti,29,0.59
Spain,Barcelona,2,2025-08-12,HumanOdor_CO2,3,78.39,14.41,22.18,92.43,3.14,Aedes albopictus,25,2.28
Spain,Barcelona,9,2025-05-14,HumanOdor_CO2,1,22.5,47.58,21.62,88.35,6.46,Aedes aegypti,0,2.24
Netherlands,Nijmegen,9,2025-11-10,Light_CO2,2,55.84,34.12,22.95,73.95,3.21,Anopheles gambiae,9,0.8
France,Montpellier,2,2026-02-08,HumanOdor_CO2,2,51.25,33.14,25.75,80.56,3.3,Culex quinquefasciatus,15,0.53
Netherlands,Utrecht,5,2025-04-14,HumanOdor_CO2,3,68.72,23.91,19.69,78.92,1.84,Aedes albopictus,42,1.04
France,Montpellier,6,2025-10-11,Light_CO2,2,46.18,29.24,25.2,69.68,1.27,Culex pipiens,9,0.8
France,Montpellier,1,2025-12-10,Light_CO2,1,25.77,41.14,22.37,63.48,0.16,Anopheles gambiae,4,0.84
Netherlands,Nijmegen,5,2025-03-15,Light_CO2,4,100.0,7.91,23.88,79.17,7.44,Culex quinquefasciatus,34,1.84
Spain,Barcelona,7,2025-06-13,HumanOdor_CO2,3,70.08,19.22,22.94,76.67,1.28,Culex pipiens,22,1.76
Netherlands,Utrecht,9,2025-04-14,HumanOdor_CO2,4,100.0,14.24,22.08,87.96,4.83,Culex quinquefasciatus,29,0.81
Netherlands,Utrecht,3,2025-09-11,HumanOdor_CO2,3,81.2,25.86,23.01,75.39,2.99,Culex quinquefasciatus,19,2.22
Spain,Barcelona,1,2025-11-10,Light_CO2,1,24.35,42.69,23.52,74.16,3.96,Anopheles gambiae,12,0.96
Netherlands,Nijmegen,8,2025-03-15,Light_CO2,1,23.65,38.02,26.6,82.92,7.92,Culex pipiens,10,1.46
Spain,Barcelona,2,2025-04-14,HumanOdor_CO2,3,78.39,14.41,18.31,70.88,6.25,Culex pipiens,21,2.35
Netherlands,Nijmegen,6,2025-05-14,Light_CO2,1,19.0,28.52,22.46,83.49,0.96,Aedes aegypti,10,1.48
France,Montpellier,4,2026-01-09,HumanOdor_CO2,1,23.84,28.58,28.75,69.54,1.76,Culex pipiens,2,1.76
Netherlands,Nijmegen,2,2025-08-12,Light_CO2,3,70.36,27.8,28.85,80.41,7.3,Aedes albopictus,24,1.76
Netherlands,Nijmegen,3,2025-08-12,HumanOdor_CO2,4,96.11,0.16,22.94,83.54,2.68,Aedes albopictus,55,1.56
Spain,Barcelona,6,2025-07-13,HumanOdor_CO2,4,97.72,18.77,23.17,80.88,3.53,Culex quinquefasciatus,49,0.56
Netherlands,Nijmegen,1,2025-08-12,HumanOdor_CO2,4,100.0,0.0,22.21,84.93,0.04,Culex quinquefasciatus,37,1.92
Netherlands,Nijmegen,1,2025-08-12,HumanOdor_CO2,4,100.0,0.0,22.21,84.93,0.04,Aedes albopictus,41,1.92
Spain,Barcelona,3,2025-06-13,Light_CO2,4,94.45,16.13,21.36,101.53,5.81,Aedes aegypti,28,0.9
Netherlands,Utrecht,1,2025-06-13,HumanOdor_CO2,1,28.09,34.84,25.44,71.45,2.45,Anopheles gambiae,2,2.47
Netherlands,Utrecht,3,2025-04-14,HumanOdor_CO2,3,81.2,25.86,20.62,66.39,1.74,Anopheles gambiae,14,1.27
France,Montpellier,5,2025-08-12,Light_CO2,2,57.07,28.25,22.28,79.67,0.83,Culex pipiens,8,1.81
France,Montpellier,4,2025-06-13,HumanOdor_CO2,1,23.84,28.58,24.84,85.21,0.43,Culex quinquefasciatus,5,0.54
Spain,Barcelona,9,2025-11-10,Light_CO2,1,22.5,47.58,24.61,82.65,5.15,Aedes aegypti,3,0.98
Netherlands,Nijmegen,7,2025-08-12,HumanOdor_CO2,2,43.07,39.13,32.48,94.22,4.07,Anopheles gambiae,8,1.07
Netherlands,Nijmegen,8,2025-07-13,HumanOdor_CO2,1,23.65,38.02,18.08,87.81,5.37,Aedes albopictus,7,1.4
Netherlands,Utrecht,5,2025-05-14,Light_CO2,3,68.72,23.91,21.39,89.01,1.95,Anopheles gambiae,13,0.7
Netherlands,Utrecht,4,2025-05-14,Light_CO2,1,17.0,53.86,31.1,81.18,0.19,Aedes albopictus,5,2.14
France,Montpellier,1,2026-02-08,Light_CO2,1,25.77,41.14,22.53,80.48,7.98,Culex quinquefasciatus,8,2.46
Netherlands,Nijmegen,8,2025-09-11,Light_CO2,1,23.65,38.02,28.85,69.38,7.05,Anopheles gambiae,3,1.32
Netherlands,Nijmegen,3,2025-10-11,Light_CO2,4,96.11,0.16,25.96,91.14,4.44,Culex quinquefasciatus,55,1.73
Spain,Barcelona,5,2025-11-10,HumanOdor_CO2,1,22.9,29.84,26.23,75.65,4.08,Aedes albopictus,2,2.25
Netherlands,Nijmegen,2,2025-04-14,HumanOdor_CO2,3,70.36,27.8,25.84,77.85,3.72,Culex pipiens,32,1.47
Netherlands,Utrecht,4,2025-03-15,Light_CO2,1,17.0,53.86,26.36,83.01,7.75,Aedes albopictus,0,1.73
Netherlands,Utrecht,6,2025-03-15,HumanOdor_CO2,3,70.8,17.25,29.62,86.27,5.16,Culex pipiens,23,1.94
Netherlands,Utrecht,9,2025-06-13,HumanOdor_CO2,4,100.0,14.24,22.0,65.8,2.48,Culex pipiens,44,1.76
Spain,Barcelona,6,2025-08-12,Light_CO2,4,97.72,18.77,21.88,88.32,3.11,Aedes albopictus,44,1.89
Spain,Barcelona,6,2025-11-10,Light_CO2,4,97.72,18.77,24.02,78.62,2.78,Culex pipiens,37,1.33
Spain,Barcelona,5,2025-12-10,HumanOdor_CO2,1,22.9,29.84,24.02,76.73,3.33,Aedes albopictus,3,1.34
Spain,Barcelona,7,2025-12-10,HumanOdor_CO2,3,70.08,19.22,22.9,93.07,3.56,Culex pipiens,18,2.14
Spain,Barcelona,5,2025-06-13,Light_CO2,1,22.9,29.84,24.22,61.78,6.58,Aedes aegypti,0,1.97
Netherlands,Utrecht,9,2025-10-11,Light_CO2,4,100.0,14.24,27.86,80.51,0.1,Anopheles gambiae,23,2.03
France,Montpellier,6,2025-06-13,HumanOdor_CO2,2,46.18,29.24,26.13,81.17,3.36,Culex pipiens,15,1.59
Netherlands,Nijmegen,9,2025-12-10,HumanOdor_CO2,2,55.84,34.12,27.5,103.79,4.56,Culex quinquefasciatus,5,2.42
Netherlands,Utrecht,8,2026-02-08,Light_CO2,1,29.37,29.21,27.16,75.62,3.96,Culex pipiens,4,1.09
Netherlands,Utrecht,3,2025-10-11,Light_CO2,3,81.2,25.86,25.96,77.54,5.41,Anopheles gambiae,16,0.71
France,Montpellier,3,2025-11-10,Light_CO2,1,28.87,38.01,25.41,65.47,3.48,Aedes aegypti,7,1.82
France,Montpellier,2,2026-02-08,HumanOdor_CO2,2,51.25,33.14,25.75,80.56,3.3,Aedes albopictus,11,0.53
Netherlands,Utrecht,1,2025-06-13,HumanOdor_CO2,1,28.09,34.84,25.44,71.45,2.45,Culex pipiens,11,2.47
France,Montpellier,8,2025-10-11,HumanOdor_CO2,1,21.5,47.17,17.94,83.35,5.96,Aedes albopictus,0,1.48
Netherlands,Nijmegen,9,2026-01-09,Light_CO2,2,55.84,34.12,24.86,69.46,5.21,Anopheles gambiae,8,1.77
Spain,Barcelona,9,2025-12-10,HumanOdor_CO2,1,22.5,47.58,24.91,72.8,0.25,Aedes albopictus,4,0.55
Netherlands,Nijmegen,1,2025-04-14,Light_CO2,4,100.0,0.0,25.65,100.94,6.26,Culex pipiens,47,1.01
France,Montpellier,8,2025-10-11,HumanOdor_CO2,1,21.5,47.17,17.94,83.35,5.96,Culex quinquefasciatus,2,1.48
Netherlands,Nijmegen,2,2026-02-08,HumanOdor_CO2,3,70.36,27.8,25.24,84.32,4.18,Aedes aegypti,22,0.99
Spain,Barcelona,5,2025-03-15,Light_CO2,1,22.9,29.84,25.77,78.44,7.86,Anopheles gambiae,8,1.7
Netherlands,Nijmegen,8,2026-02-08,Light_CO2,1,23.65,38.02,26.03,78.92,1.58,Culex quinquefasciatus,1,0.94
Spain,Barcelona,5,2025-12-10,HumanOdor_CO2,1,22.9,29.84,24.02,76.73,3.33,Culex pipiens,7,1.34
France,Montpellier,8,2025-03-15,HumanOdor_CO2,1,21.5,47.17,26.58,89.63,0.43,Culex quinquefasciatus,1,1.3
Netherlands,Nijmegen,7,2026-02-08,HumanOdor_CO2,2,43.07,39.13,26.65,71.45,5.46,Culex quinquefasciatus,9,1.37
Spain,Barcelona,9,2025-03-15,Light_CO2,1,22.5,47.58,27.77,73.78,1.17,Culex pipiens,1,0.82
Netherlands,Utrecht,5,2025-11-10,Light_CO2,3,68.72,23.91,24.94,86.04,1.49,Aedes aegypti,37,0.89
Spain,Barcelona,1,2025-05-14,HumanOdor_CO2,1,24.35,42.69,22.62,82.36,0.76,Anopheles gambiae,6,0.98
Netherlands,Nijmegen,5,2025-06-13,HumanOdor_CO2,4,100.0,7.91,22.52,81.82,2.18,Anopheles gambiae,23,0.73
Spain,Barcelona,8,2025-11-10,HumanOdor_CO2,3,66.88,15.38,22.03,81.15,0.4,Aedes albopictus,25,1.58
Netherlands,Utrecht,4,2025-12-10,Light_CO2,1,17.0,53.86,27.82,70.54,3.34,Aedes albopictus,1,1.74
Netherlands,Utrecht,1,2025-08-12,Light_CO2,1,28.09,34.84,24.21,64.79,0.07,Culex pipiens,4,1.36
Spain,Barcelona,7,2026-01-09,HumanOdor_CO2,3,70.08,19.22,26.59,96.54,3.3,Culex pipiens,23,1.66
Spain,Barcelona,3,2026-02-08,Light_CO2,4,94.45,16.13,30.17,86.19,0.07,Culex quinquefasciatus,32,1.05
Netherlands,Utrecht,8,2025-06-13,HumanOdor_CO2,1,29.37,29.21,23.59,85.01,0.99,Anopheles gambiae,11,2.32
Spain,Barcelona,9,2025-09-11,Light_CO2,1,22.5,47.58,23.73,84.42,6.48,Aedes aegypti,8,1.07
France,Montpellier,6,2025-04-14,Light_CO2,2,46.18,29.24,29.85,89.59,6.61,Aedes aegypti,17,0.7
Netherlands,Utrecht,4,2025-12-10,Light_CO2,1,17.0,53.86,27.82,70.54,3.34,Culex quinquefasciatus,6,1.74
Netherlands,Utrecht,1,2025-10-11,HumanOdor_CO2,1,28.09,34.84,26.57,79.85,0.58,Anopheles gambiae,2,2.25
Spain,Barcelona,2,2025-05-14,HumanOdor_CO2,3,78.39,14.41,23.83,85.65,7.53,Aedes aegypti,27,0.88
Netherlands,Nijmegen,4,2025-08-12,Light_CO2,3,77.09,28.93,20.37,97.68,3.26,Culex quinquefasciatus,16,1.11
Netherlands,Nijmegen,9,2025-08-12,Light_CO2,2,55.84,34.12,22.84,74.07,5.74,Aedes albopictus,15,1.85
France,Montpellier,6,2025-06-13,HumanOdor_CO2,2,46.18,29.24,26.13,81.17,3.36,Aedes aegypti,8,1.59
Netherlands,Utrecht,8,2025-12-10,Light_CO2,1,29.37,29.21,24.18,68.7,4.09,Culex quinquefasciatus,8,0.99
Spain,Barcelona,6,2025-07-13,HumanOdor_CO2,4,97.72,18.77,23.17,80.88,3.53,Culex pipiens,34,0.56
Spain,Barcelona,9,2025-11-10,Light_CO2,1,22.5,47.58,24.61,82.65,5.15,Anopheles gambiae,5,0.98
Netherlands,Nijmegen,3,2025-08-12,HumanOdor_CO2,4,96.11,0.16,22.94,83.54,2.68,Anopheles gambiae,31,1.56
Netherlands,Nijmegen,9,2025-10-11,HumanOdor_CO2,2,55.84,34.12,27.95,78.78,2.52,Culex pipiens,14,2.15
Netherlands,Nijmegen,2,2025-10-11,Light_CO2,3,70.36,27.8,27.04,81.51,4.58,Culex quinquefasciatus,13,0.55
Spain,Barcelona,6,2025-11-10,Light_CO2,4,97.72,18.77,24.02,78.62,2.78,Culex quinquefasciatus,41,1.33
France,Montpellier,3,2025-06-13,HumanOdor_CO2,1,28.87,38.01,27.86,78.51,3.87,Aedes aegypti,1,2.4
France,Montpellier,2,2025-06-13,HumanOdor_CO2,2,51.25,33.14,20.7,69.35,3.67,Aedes aegypti,6,1.14
France,Montpellier,6,2025-10-11,Light_CO2,2,46.18,29.24,25.2,69.68,1.27,Aedes albopictus,13,0.8
France,Montpellier,8,2025-08-12,Light_CO2,1,21.5,47.17,24.07,75.11,7.07,Anopheles gambiae,5,0.99
Spain,Barcelona,5,2025-10-11,HumanOdor_CO2,1,22.9,29.84,26.12,77.13,5.12,Aedes aegypti,5,1.91
France,Montpellier,4,2025-11-10,Light_CO2,1,23.84,28.58,23.76,67.34,6.53,Aedes albopictus,10,1.37
Spain,Barcelona,8,2025-08-12,Light_CO2,3,66.88,15.38,23.67,80.33,4.53,Culex quinquefasciatus,13,2.49
Netherlands,Nijmegen,5,2025-07-13,Light_CO2,4,100.0,7.91,19.7,82.35,0.18,Aedes albopictus,42,2.38
France,Montpellier,9,2025-11-10,Light_CO2,4,92.86,16.14,22.88,92.96,7.88,Aedes aegypti,38,2.34
Netherlands,Utrecht,3,2025-11-10,Light_CO2,3,81.2,25.86,24.5,95.74,4.6,Aedes albopictus,23,1.48
Spain,Barcelona,2,2025-07-13,HumanOdor_CO2,3,78.39,14.41,29.15,83.4,5.73,Culex quinquefasciatus,19,2.32
Netherlands,Nijmegen,7,2026-02-08,HumanOdor_CO2,2,43.07,39.13,26.65,71.45,5.46,Culex pipiens,6,1.37
Spain,Barcelona,3,2025-03-15,Light_CO2,4,94.45,16.13,22.09,92.8,1.34,Aedes aegypti,40,1.64
France,Montpellier,2,2025-12-10,HumanOdor_CO2,2,51.25,33.14,21.55,88.01,5.46,Culex pipiens,12,2.04
Netherlands,Nijmegen,5,2025-11-10,Light_CO2,4,100.0,7.91,22.43,80.84,4.77,Culex pipiens,34,0.99
Spain,Barcelona,2,2025-12-10,HumanOdor_CO2,3,78.39,14.41,27.25,76.86,4.79,Culex quinquefasciatus,15,1.36
Spain,Barcelona,6,2025-04-14,Light_CO2,4,97.72,18.77,24.29,76.33,2.3,Aedes aegypti,43,1.48
Netherlands,Nijmegen,6,2025-10-11,HumanOdor_CO2,1,19.0,28.52,27.46,82.43,5.17,Anopheles gambiae,2,0.67
Netherlands,Nijmegen,7,2025-05-14,Light_CO2,2,43.07,39.13,27.23,87.44,1.69,Aedes aegypti,13,2.43
Netherlands,Utrecht,3,2025-09-11,HumanOdor_CO2,3,81.2,25.86,23.01,75.39,2.99,Anopheles gambiae,14,2.22
Netherlands,Utrecht,2,2025-10-11,Light_CO2,1,29.98,42.65,23.38,84.91,5.15,Aedes aegypti,5,2.35
