"City","Site","Sampling_date","Country","Location.Site","Green_level","Green_area_coverage","Blue_area_coverage","Temperature","Relative_humidity","Wind_speed_10m","Trap_type","Mosquito_species","Mosquito_abundance","Biodiversity_index"
"Barcelona","Site_8",2024-10-01,"Spain",8,1,72.2,43.11,20.75,60.54,5.38,"Light_CO2","Culex pipiens",11,1.35539170931163
"Barcelona","Site_8",2024-10-01,"Spain",8,1,72.2,43.11,20.75,60.54,5.38,"Light_CO2","Culex quinquefasciatus",19,1.35539170931163
"Rabat","Site_8",2024-10-01,"Morocco",8,3,7.06,47.18,15.89,76.33,0.75,"HumanOdor_CO2","Culex quinquefasciatus",22,1.38345619913503
"Rabat","Site_8",2024-10-01,"Morocco",8,3,7.06,47.18,15.89,76.33,0.75,"HumanOdor_CO2","Culex pipiens",19,1.38345619913503
"Rabat","Site_8",2024-10-01,"Morocco",8,3,7.06,47.18,15.89,76.33,0.75,"HumanOdor_CO2","Aedes albopictus",23,1.38345619913503
"Rabat","Site_8",2024-10-01,"Morocco",8,3,7.06,47.18,15.89,76.33,0.75,"HumanOdor_CO2","Anopheles gambiae",20,1.38345619913503
"Casablanca","Site_8",2024-10-01,"Morocco",8,2,79.55,3.68,21.64,73.16,1.9,"HumanOdor_CO2","Culex quinquefasciatus",12,1.59214247824617
"Casablanca","Site_8",2024-10-01,"Morocco",8,2,79.55,3.68,21.64,73.16,1.9,"HumanOdor_CO2","Anopheles gambiae",17,1.59214247824617
"Casablanca","Site_8",2024-10-01,"Morocco",8,2,79.55,3.68,21.64,73.16,1.9,"HumanOdor_CO2","Culex pipiens",20,1.59214247824617
"Casablanca","Site_8",2024-10-01,"Morocco",8,2,79.55,3.68,21.64,73.16,1.9,"HumanOdor_CO2","Aedes albopictus",17,1.59214247824617
"Casablanca","Site_8",2024-10-01,"Morocco",8,2,79.55,3.68,21.64,73.16,1.9,"HumanOdor_CO2","Aedes aegypti",13,1.59214247824617
"Utrecht","Site_9",2024-10-01,"Netherlands",9,2,50.01,7.52,28.82,64.32,3,"HumanOdor_CO2","Aedes aegypti",16,1.60543319487214
"Utrecht","Site_9",2024-10-01,"Netherlands",9,2,50.01,7.52,28.82,64.32,3,"HumanOdor_CO2","Anopheles gambiae",17,1.60543319487214
"Utrecht","Site_9",2024-10-01,"Netherlands",9,2,50.01,7.52,28.82,64.32,3,"HumanOdor_CO2","Culex pipiens",16,1.60543319487214
"Utrecht","Site_9",2024-10-01,"Netherlands",9,2,50.01,7.52,28.82,64.32,3,"HumanOdor_CO2","Aedes albopictus",16,1.60543319487214
"Utrecht","Site_9",2024-10-01,"Netherlands",9,2,50.01,7.52,28.82,64.32,3,"HumanOdor_CO2","Culex quinquefasciatus",20,1.60543319487214
"Nijmegen","Site_9",2024-10-01,"Netherlands",9,2,48.41,45.42,19.71,74.46,2.21,"HumanOdor_CO2","Aedes aegypti",17,1.3696056828239
"Nijmegen","Site_9",2024-10-01,"Netherlands",9,2,48.41,45.42,19.71,74.46,2.21,"HumanOdor_CO2","Aedes albopictus",12,1.3696056828239
"Nijmegen","Site_9",2024-10-01,"Netherlands",9,2,48.41,45.42,19.71,74.46,2.21,"HumanOdor_CO2","Culex quinquefasciatus",16,1.3696056828239
"Nijmegen","Site_9",2024-10-01,"Netherlands",9,2,48.41,45.42,19.71,74.46,2.21,"HumanOdor_CO2","Culex pipiens",11,1.3696056828239
"Montpellier","Site_9",2024-10-01,"France",9,1,17.41,17.88,22.33,50.74,2.24,"HumanOdor_CO2","Aedes albopictus",16,1.57671028601817
"Montpellier","Site_9",2024-10-01,"France",9,1,17.41,17.88,22.33,50.74,2.24,"HumanOdor_CO2","Culex quinquefasciatus",21,1.57671028601817
"Montpellier","Site_9",2024-10-01,"France",9,1,17.41,17.88,22.33,50.74,2.24,"HumanOdor_CO2","Culex pipiens",10,1.57671028601817
"Montpellier","Site_9",2024-10-01,"France",9,1,17.41,17.88,22.33,50.74,2.24,"HumanOdor_CO2","Anopheles gambiae",17,1.57671028601817
"Montpellier","Site_9",2024-10-01,"France",9,1,17.41,17.88,22.33,50.74,2.24,"HumanOdor_CO2","Aedes aegypti",12,1.57671028601817
"Barcelona","Site_9",2024-10-01,"Spain",9,2,50.91,16.19,25.92,53.28,4.22,"Light_CO2","Aedes albopictus",28,0.688333588189499
"Barcelona","Site_9",2024-10-01,"Spain",9,2,50.91,16.19,25.92,53.28,4.22,"Light_CO2","Culex quinquefasciatus",23,0.688333588189499
"Rabat","Site_9",2024-10-01,"Morocco",9,3,42.25,28.79,14.06,55.95,1.23,"HumanOdor_CO2","Aedes aegypti",28,1.56833576894004
"Rabat","Site_9",2024-10-01,"Morocco",9,3,42.25,28.79,14.06,55.95,1.23,"HumanOdor_CO2","Culex pipiens",20,1.56833576894004
"Rabat","Site_9",2024-10-01,"Morocco",9,3,42.25,28.79,14.06,55.95,1.23,"HumanOdor_CO2","Aedes albopictus",13,1.56833576894004
"Rabat","Site_9",2024-10-01,"Morocco",9,3,42.25,28.79,14.06,55.95,1.23,"HumanOdor_CO2","Anopheles gambiae",27,1.56833576894004
"Rabat","Site_9",2024-10-01,"Morocco",9,3,42.25,28.79,14.06,55.95,1.23,"HumanOdor_CO2","Culex quinquefasciatus",16,1.56833576894004
"Casablanca","Site_9",2024-10-01,"Morocco",9,3,69.09,8.58,15.15,46.28,6.33,"HumanOdor_CO2","Aedes albopictus",13,1.36745777678247
"Casablanca","Site_9",2024-10-01,"Morocco",9,3,69.09,8.58,15.15,46.28,6.33,"HumanOdor_CO2","Culex quinquefasciatus",22,1.36745777678247
"Casablanca","Site_9",2024-10-01,"Morocco",9,3,69.09,8.58,15.15,46.28,6.33,"HumanOdor_CO2","Culex pipiens",21,1.36745777678247
"Casablanca","Site_9",2024-10-01,"Morocco",9,3,69.09,8.58,15.15,46.28,6.33,"HumanOdor_CO2","Anopheles gambiae",18,1.36745777678247
"Utrecht","Site_1",2024-11-01,"Netherlands",1,2,61.36,27.26,17.36,47.78,4.09,"HumanOdor_CO2","Aedes aegypti",13,0.664528418654915
"Utrecht","Site_1",2024-11-01,"Netherlands",1,2,61.36,27.26,17.36,47.78,4.09,"HumanOdor_CO2","Culex quinquefasciatus",8,0.664528418654915
"Nijmegen","Site_1",2024-11-01,"Netherlands",1,3,73.77,27.68,23.5,44.79,5.53,"HumanOdor_CO2","Culex pipiens",16,1.38407517189045
"Nijmegen","Site_1",2024-11-01,"Netherlands",1,3,73.77,27.68,23.5,44.79,5.53,"HumanOdor_CO2","Aedes aegypti",18,1.38407517189045
"Nijmegen","Site_1",2024-11-01,"Netherlands",1,3,73.77,27.68,23.5,44.79,5.53,"HumanOdor_CO2","Culex quinquefasciatus",16,1.38407517189045
"Nijmegen","Site_1",2024-11-01,"Netherlands",1,3,73.77,27.68,23.5,44.79,5.53,"HumanOdor_CO2","Aedes albopictus",15,1.38407517189045
"Montpellier","Site_1",2024-11-01,"France",1,2,58.67,17.75,22.4,79.89,0.55,"HumanOdor_CO2","Aedes aegypti",12,0.678209373903313
"Montpellier","Site_1",2024-11-01,"France",1,2,58.67,17.75,22.4,79.89,0.55,"HumanOdor_CO2","Anopheles gambiae",17,0.678209373903313
"Barcelona","Site_1",2024-11-01,"Spain",1,3,8.02,25.15,28.23,65.33,4.2,"HumanOdor_CO2","Aedes albopictus",24,1.30254754638997
"Barcelona","Site_1",2024-11-01,"Spain",1,3,8.02,25.15,28.23,65.33,4.2,"HumanOdor_CO2","Anopheles gambiae",7,1.30254754638997
"Barcelona","Site_1",2024-11-01,"Spain",1,3,8.02,25.15,28.23,65.33,4.2,"HumanOdor_CO2","Culex pipiens",19,1.30254754638997
"Barcelona","Site_1",2024-11-01,"Spain",1,3,8.02,25.15,28.23,65.33,4.2,"HumanOdor_CO2","Culex quinquefasciatus",24,1.30254754638997
"Rabat","Site_1",2024-11-01,"Morocco",1,2,75.02,2.46,15.83,85.61,5.65,"HumanOdor_CO2","Culex quinquefasciatus",19,1.371091605284
"Rabat","Site_1",2024-11-01,"Morocco",1,2,75.02,2.46,15.83,85.61,5.65,"HumanOdor_CO2","Anopheles gambiae",12,1.371091605284
"Rabat","Site_1",2024-11-01,"Morocco",1,2,75.02,2.46,15.83,85.61,5.65,"HumanOdor_CO2","Culex pipiens",14,1.371091605284
"Rabat","Site_1",2024-11-01,"Morocco",1,2,75.02,2.46,15.83,85.61,5.65,"HumanOdor_CO2","Aedes albopictus",17,1.371091605284
"Casablanca","Site_1",2024-11-01,"Morocco",1,3,17.98,22.91,19.8,79.58,2.02,"HumanOdor_CO2","Aedes aegypti",31,1.35023483588227
"Casablanca","Site_1",2024-11-01,"Morocco",1,3,17.98,22.91,19.8,79.58,2.02,"HumanOdor_CO2","Culex pipiens",21,1.35023483588227
"Casablanca","Site_1",2024-11-01,"Morocco",1,3,17.98,22.91,19.8,79.58,2.02,"HumanOdor_CO2","Aedes albopictus",19,1.35023483588227
"Casablanca","Site_1",2024-11-01,"Morocco",1,3,17.98,22.91,19.8,79.58,2.02,"HumanOdor_CO2","Culex quinquefasciatus",15,1.35023483588227
"Utrecht","Site_2",2024-11-01,"Netherlands",2,1,46.35,20.74,11.49,66,6.09,"Light_CO2","Culex quinquefasciatus",13,1.34698674048974
"Utrecht","Site_2",2024-11-01,"Netherlands",2,1,46.35,20.74,11.49,66,6.09,"Light_CO2","Anopheles gambiae",28,1.34698674048974
"Utrecht","Site_2",2024-11-01,"Netherlands",2,1,46.35,20.74,11.49,66,6.09,"Light_CO2","Aedes albopictus",17,1.34698674048974
"Utrecht","Site_2",2024-11-01,"Netherlands",2,1,46.35,20.74,11.49,66,6.09,"Light_CO2","Aedes aegypti",19,1.34698674048974
"Nijmegen","Site_2",2024-11-01,"Netherlands",2,3,41.47,19.23,30.09,76.02,4.43,"Light_CO2","Culex pipiens",22,1.38294205743708
"Nijmegen","Site_2",2024-11-01,"Netherlands",2,3,41.47,19.23,30.09,76.02,4.43,"Light_CO2","Aedes albopictus",27,1.38294205743708
"Nijmegen","Site_2",2024-11-01,"Netherlands",2,3,41.47,19.23,30.09,76.02,4.43,"Light_CO2","Culex quinquefasciatus",25,1.38294205743708
"Nijmegen","Site_2",2024-11-01,"Netherlands",2,3,41.47,19.23,30.09,76.02,4.43,"Light_CO2","Anopheles gambiae",27,1.38294205743708
"Montpellier","Site_2",2024-11-01,"France",2,3,23.12,7.69,27.42,71.59,5.87,"Light_CO2","Aedes albopictus",26,1.38382550659251
"Montpellier","Site_2",2024-11-01,"France",2,3,23.12,7.69,27.42,71.59,5.87,"Light_CO2","Anopheles gambiae",22,1.38382550659251
"Montpellier","Site_2",2024-11-01,"France",2,3,23.12,7.69,27.42,71.59,5.87,"Light_CO2","Culex pipiens",26,1.38382550659251
"Montpellier","Site_2",2024-11-01,"France",2,3,23.12,7.69,27.42,71.59,5.87,"Light_CO2","Aedes aegypti",26,1.38382550659251
"Barcelona","Site_2",2024-11-01,"Spain",2,3,55.39,30.85,18.8,62.6,3.48,"Light_CO2","Aedes aegypti",27,0.686548381565666
"Barcelona","Site_2",2024-11-01,"Spain",2,3,55.39,30.85,18.8,62.6,3.48,"Light_CO2","Aedes albopictus",34,0.686548381565666
"Rabat","Site_2",2024-11-01,"Morocco",2,3,78.83,26.63,20.74,60.86,5.42,"HumanOdor_CO2","Aedes aegypti",13,1.09201298776896
"Rabat","Site_2",2024-11-01,"Morocco",2,3,78.83,26.63,20.74,60.86,5.42,"HumanOdor_CO2","Culex pipiens",14,1.09201298776896
"Rabat","Site_2",2024-11-01,"Morocco",2,3,78.83,26.63,20.74,60.86,5.42,"HumanOdor_CO2","Anopheles gambiae",17,1.09201298776896
"Casablanca","Site_2",2024-11-01,"Morocco",2,3,19.72,30.21,21.33,59.27,3.88,"Light_CO2","Anopheles gambiae",27,1.37936356344947
"Casablanca","Site_2",2024-11-01,"Morocco",2,3,19.72,30.21,21.33,59.27,3.88,"Light_CO2","Aedes aegypti",20,1.37936356344947
"Casablanca","Site_2",2024-11-01,"Morocco",2,3,19.72,30.21,21.33,59.27,3.88,"Light_CO2","Aedes albopictus",21,1.37936356344947
"Casablanca","Site_2",2024-11-01,"Morocco",2,3,19.72,30.21,21.33,59.27,3.88,"Light_CO2","Culex quinquefasciatus",22,1.37936356344947
"Utrecht","Site_3",2024-11-01,"Netherlands",3,1,33.56,11.65,30.98,69.32,4.09,"Light_CO2","Anopheles gambiae",16,1.37853244206093
"Utrecht","Site_3",2024-11-01,"Netherlands",3,1,33.56,11.65,30.98,69.32,4.09,"Light_CO2","Culex quinquefasciatus",22,1.37853244206093
"Utrecht","Site_3",2024-11-01,"Netherlands",3,1,33.56,11.65,30.98,69.32,4.09,"Light_CO2","Aedes aegypti",21,1.37853244206093
"Utrecht","Site_3",2024-11-01,"Netherlands",3,1,33.56,11.65,30.98,69.32,4.09,"Light_CO2","Aedes albopictus",18,1.37853244206093
"Nijmegen","Site_3",2024-11-01,"Netherlands",3,2,34.45,48.96,22.19,81.66,6.02,"HumanOdor_CO2","Anopheles gambiae",18,1.09201925745064
"Nijmegen","Site_3",2024-11-01,"Netherlands",3,2,34.45,48.96,22.19,81.66,6.02,"HumanOdor_CO2","Culex quinquefasciatus",18,1.09201925745064
"Nijmegen","Site_3",2024-11-01,"Netherlands",3,2,34.45,48.96,22.19,81.66,6.02,"HumanOdor_CO2","Aedes aegypti",14,1.09201925745064
"Montpellier","Site_3",2024-11-01,"France",3,1,64.28,23.75,24.06,88.47,3.88,"Light_CO2","Aedes albopictus",22,0.680629467891664
"Montpellier","Site_3",2024-11-01,"France",3,1,64.28,23.75,24.06,88.47,3.88,"Light_CO2","Anopheles gambiae",16,0.680629467891664
"Barcelona","Site_3",2024-11-01,"Spain",3,3,13.46,49.07,25.5,82.59,5.26,"HumanOdor_CO2","Anopheles gambiae",21,1.59254439300039
"Barcelona","Site_3",2024-11-01,"Spain",3,3,13.46,49.07,25.5,82.59,5.26,"HumanOdor_CO2","Aedes aegypti",18,1.59254439300039
"Barcelona","Site_3",2024-11-01,"Spain",3,3,13.46,49.07,25.5,82.59,5.26,"HumanOdor_CO2","Culex pipiens",13,1.59254439300039
"Barcelona","Site_3",2024-11-01,"Spain",3,3,13.46,49.07,25.5,82.59,5.26,"HumanOdor_CO2","Culex quinquefasciatus",15,1.59254439300039
"Barcelona","Site_3",2024-11-01,"Spain",3,3,13.46,49.07,25.5,82.59,5.26,"HumanOdor_CO2","Aedes albopictus",21,1.59254439300039
"Rabat","Site_3",2024-11-01,"Morocco",3,2,66.81,13,25.45,70.16,3.23,"Light_CO2","Anopheles gambiae",13,0.66520424463993
"Rabat","Site_3",2024-11-01,"Morocco",3,2,66.81,13,25.45,70.16,3.23,"Light_CO2","Culex pipiens",21,0.66520424463993
"Casablanca","Site_3",2024-11-01,"Morocco",3,3,62.6,19.33,13.64,55.07,2.47,"HumanOdor_CO2","Anopheles gambiae",25,1.08598648501702
"Casablanca","Site_3",2024-11-01,"Morocco",3,3,62.6,19.33,13.64,55.07,2.47,"HumanOdor_CO2","Culex quinquefasciatus",17,1.08598648501702
"Casablanca","Site_3",2024-11-01,"Morocco",3,3,62.6,19.33,13.64,55.07,2.47,"HumanOdor_CO2","Aedes albopictus",20,1.08598648501702
"Utrecht","Site_4",2024-11-01,"Netherlands",4,2,55.66,18.39,25.7,85.45,1.84,"HumanOdor_CO2","Culex quinquefasciatus",13,1.37049269134945
"Utrecht","Site_4",2024-11-01,"Netherlands",4,2,55.66,18.39,25.7,85.45,1.84,"HumanOdor_CO2","Aedes aegypti",21,1.37049269134945
"Utrecht","Site_4",2024-11-01,"Netherlands",4,2,55.66,18.39,25.7,85.45,1.84,"HumanOdor_CO2","Aedes albopictus",17,1.37049269134945
"Utrecht","Site_4",2024-11-01,"Netherlands",4,2,55.66,18.39,25.7,85.45,1.84,"HumanOdor_CO2","Anopheles gambiae",15,1.37049269134945
"Nijmegen","Site_4",2024-11-01,"Netherlands",4,3,49.5,28.33,17.38,40.28,2.86,"Light_CO2","Culex pipiens",28,0.691853870957495
"Nijmegen","Site_4",2024-11-01,"Netherlands",4,3,49.5,28.33,17.38,40.28,2.86,"Light_CO2","Aedes albopictus",31,0.691853870957495
"Montpellier","Site_4",2024-11-01,"France",4,1,74.22,18.93,21.84,69.89,3.99,"Light_CO2","Culex quinquefasciatus",16,0.686961556597323
"Montpellier","Site_4",2024-11-01,"France",4,1,74.22,18.93,21.84,69.89,3.99,"Light_CO2","Anopheles gambiae",20,0.686961556597323
"Barcelona","Site_4",2024-11-01,"Spain",4,1,65.13,30.25,12.36,40.35,3.86,"Light_CO2","Anopheles gambiae",23,1.60344404601275
"Barcelona","Site_4",2024-11-01,"Spain",4,1,65.13,30.25,12.36,40.35,3.86,"Light_CO2","Aedes aegypti",17,1.60344404601275
"Barcelona","Site_4",2024-11-01,"Spain",4,1,65.13,30.25,12.36,40.35,3.86,"Light_CO2","Aedes albopictus",22,1.60344404601275
"Barcelona","Site_4",2024-11-01,"Spain",4,1,65.13,30.25,12.36,40.35,3.86,"Light_CO2","Culex quinquefasciatus",19,1.60344404601275
"Barcelona","Site_4",2024-11-01,"Spain",4,1,65.13,30.25,12.36,40.35,3.86,"Light_CO2","Culex pipiens",19,1.60344404601275
"Rabat","Site_4",2024-11-01,"Morocco",4,3,36.29,45.58,23.07,44.22,5.14,"Light_CO2","Culex quinquefasciatus",24,0.688690553968001
"Rabat","Site_4",2024-11-01,"Morocco",4,3,36.29,45.58,23.07,44.22,5.14,"Light_CO2","Aedes albopictus",29,0.688690553968001
"Casablanca","Site_4",2024-11-01,"Morocco",4,3,66.37,23.02,16.97,69.21,0.53,"HumanOdor_CO2","Culex quinquefasciatus",19,1.09747550881222
"Casablanca","Site_4",2024-11-01,"Morocco",4,3,66.37,23.02,16.97,69.21,0.53,"HumanOdor_CO2","Culex pipiens",21,1.09747550881222
"Casablanca","Site_4",2024-11-01,"Morocco",4,3,66.37,23.02,16.97,69.21,0.53,"HumanOdor_CO2","Aedes aegypti",19,1.09747550881222
"Utrecht","Site_5",2024-11-01,"Netherlands",5,3,13.18,38.63,11.11,45.85,1.07,"Light_CO2","Aedes albopictus",26,1.09475452423335
"Utrecht","Site_5",2024-11-01,"Netherlands",5,3,13.18,38.63,11.11,45.85,1.07,"Light_CO2","Anopheles gambiae",21,1.09475452423335
"Utrecht","Site_5",2024-11-01,"Netherlands",5,3,13.18,38.63,11.11,45.85,1.07,"Light_CO2","Culex pipiens",23,1.09475452423335
"Nijmegen","Site_5",2024-11-01,"Netherlands",5,2,34.73,43.24,13.64,64.68,3.23,"Light_CO2","Aedes albopictus",17,1.58460457850421
"Nijmegen","Site_5",2024-11-01,"Netherlands",5,2,34.73,43.24,13.64,64.68,3.23,"Light_CO2","Anopheles gambiae",24,1.58460457850421
"Nijmegen","Site_5",2024-11-01,"Netherlands",5,2,34.73,43.24,13.64,64.68,3.23,"Light_CO2","Aedes aegypti",13,1.58460457850421
"Nijmegen","Site_5",2024-11-01,"Netherlands",5,2,34.73,43.24,13.64,64.68,3.23,"Light_CO2","Culex pipiens",14,1.58460457850421
"Nijmegen","Site_5",2024-11-01,"Netherlands",5,2,34.73,43.24,13.64,64.68,3.23,"Light_CO2","Culex quinquefasciatus",19,1.58460457850421
"Montpellier","Site_5",2024-11-01,"France",5,3,31.94,21.59,14.9,48.25,2.91,"Light_CO2","Culex quinquefasciatus",20,0.677494384448707
"Montpellier","Site_5",2024-11-01,"France",5,3,31.94,21.59,14.9,48.25,2.91,"Light_CO2","Aedes albopictus",14,0.677494384448707
"Barcelona","Site_5",2024-11-01,"Spain",5,3,7.66,29.27,24.75,75.75,3.13,"Light_CO2","Anopheles gambiae",19,0.69189663920508
"Barcelona","Site_5",2024-11-01,"Spain",5,3,7.66,29.27,24.75,75.75,3.13,"Light_CO2","Aedes aegypti",21,0.69189663920508
"Rabat","Site_5",2024-11-01,"Morocco",5,2,26.91,7.28,23.55,63.02,2.7,"HumanOdor_CO2","Aedes albopictus",14,1.54981642510624
"Rabat","Site_5",2024-11-01,"Morocco",5,2,26.91,7.28,23.55,63.02,2.7,"HumanOdor_CO2","Aedes aegypti",12,1.54981642510624
"Rabat","Site_5",2024-11-01,"Morocco",5,2,26.91,7.28,23.55,63.02,2.7,"HumanOdor_CO2","Anopheles gambiae",15,1.54981642510624
"Rabat","Site_5",2024-11-01,"Morocco",5,2,26.91,7.28,23.55,63.02,2.7,"HumanOdor_CO2","Culex pipiens",27,1.54981642510624
"Rabat","Site_5",2024-11-01,"Morocco",5,2,26.91,7.28,23.55,63.02,2.7,"HumanOdor_CO2","Culex quinquefasciatus",11,1.54981642510624
"Casablanca","Site_5",2024-11-01,"Morocco",5,3,25.29,29.9,25.43,71.92,5.26,"Light_CO2","Culex pipiens",24,0.693147160559945
"Casablanca","Site_5",2024-11-01,"Morocco",5,3,25.29,29.9,25.43,71.92,5.26,"Light_CO2","Anopheles gambiae",24,0.693147160559945
"Utrecht","Site_6",2024-11-01,"Netherlands",6,3,52.14,42.92,19.34,62.8,4.22,"HumanOdor_CO2","Culex pipiens",20,1.38535962615949
"Utrecht","Site_6",2024-11-01,"Netherlands",6,3,52.14,42.92,19.34,62.8,4.22,"HumanOdor_CO2","Aedes aegypti",18,1.38535962615949
"Utrecht","Site_6",2024-11-01,"Netherlands",6,3,52.14,42.92,19.34,62.8,4.22,"HumanOdor_CO2","Anopheles gambiae",19,1.38535962615949
"Utrecht","Site_6",2024-11-01,"Netherlands",6,3,52.14,42.92,19.34,62.8,4.22,"HumanOdor_CO2","Culex quinquefasciatus",20,1.38535962615949
"Nijmegen","Site_6",2024-11-01,"Netherlands",6,1,56.48,28.46,22.91,87.37,0.52,"HumanOdor_CO2","Aedes albopictus",12,0.686961556597323
"Nijmegen","Site_6",2024-11-01,"Netherlands",6,1,56.48,28.46,22.91,87.37,0.52,"HumanOdor_CO2","Aedes aegypti",15,0.686961556597323
"Montpellier","Site_6",2024-11-01,"France",6,1,18.15,5.62,24.06,84.17,1.67,"HumanOdor_CO2","Culex pipiens",9,0.645033131676034
"Montpellier","Site_6",2024-11-01,"France",6,1,18.15,5.62,24.06,84.17,1.67,"HumanOdor_CO2","Culex quinquefasciatus",17,0.645033131676034
"Barcelona","Site_6",2024-11-01,"Spain",6,1,79.77,13.2,21.57,78.88,4.68,"Light_CO2","Aedes albopictus",15,0.693147160559945
"Barcelona","Site_6",2024-11-01,"Spain",6,1,79.77,13.2,21.57,78.88,4.68,"Light_CO2","Culex pipiens",15,0.693147160559945
"Rabat","Site_6",2024-11-01,"Morocco",6,2,61.4,7.69,16.47,42.44,5.49,"Light_CO2","Aedes albopictus",14,0.681624413624784
"Rabat","Site_6",2024-11-01,"Morocco",6,2,61.4,7.69,16.47,42.44,5.49,"Light_CO2","Culex pipiens",19,0.681624413624784
"Casablanca","Site_6",2024-11-01,"Morocco",6,1,7.51,48.11,27.65,71.96,1.08,"HumanOdor_CO2","Anopheles gambiae",13,1.57769655689609
"Casablanca","Site_6",2024-11-01,"Morocco",6,1,7.51,48.11,27.65,71.96,1.08,"HumanOdor_CO2","Culex pipiens",19,1.57769655689609
"Casablanca","Site_6",2024-11-01,"Morocco",6,1,7.51,48.11,27.65,71.96,1.08,"HumanOdor_CO2","Aedes albopictus",9,1.57769655689609
"Casablanca","Site_6",2024-11-01,"Morocco",6,1,7.51,48.11,27.65,71.96,1.08,"HumanOdor_CO2","Aedes aegypti",13,1.57769655689609
"Casablanca","Site_6",2024-11-01,"Morocco",6,1,7.51,48.11,27.65,71.96,1.08,"HumanOdor_CO2","Culex quinquefasciatus",11,1.57769655689609
"Utrecht","Site_7",2024-11-01,"Netherlands",7,1,14.17,12.5,30.34,47.39,2.35,"HumanOdor_CO2","Anopheles gambiae",18,1.05938456334224
"Utrecht","Site_7",2024-11-01,"Netherlands",7,1,14.17,12.5,30.34,47.39,2.35,"HumanOdor_CO2","Aedes albopictus",20,1.05938456334224
"Utrecht","Site_7",2024-11-01,"Netherlands",7,1,14.17,12.5,30.34,47.39,2.35,"HumanOdor_CO2","Culex quinquefasciatus",10,1.05938456334224
"Nijmegen","Site_7",2024-11-01,"Netherlands",7,3,23.73,20,32.1,61.2,0.65,"HumanOdor_CO2","Anopheles gambiae",20,1.38417726876952
"Nijmegen","Site_7",2024-11-01,"Netherlands",7,3,23.73,20,32.1,61.2,0.65,"HumanOdor_CO2","Culex quinquefasciatus",17,1.38417726876952
"Nijmegen","Site_7",2024-11-01,"Netherlands",7,3,23.73,20,32.1,61.2,0.65,"HumanOdor_CO2","Aedes aegypti",19,1.38417726876952
"Nijmegen","Site_7",2024-11-01,"Netherlands",7,3,23.73,20,32.1,61.2,0.65,"HumanOdor_CO2","Aedes albopictus",20,1.38417726876952
"Montpellier","Site_7",2024-11-01,"France",7,3,77.03,9.94,26.46,42.05,5.89,"HumanOdor_CO2","Aedes aegypti",19,0.693147160559945
"Montpellier","Site_7",2024-11-01,"France",7,3,77.03,9.94,26.46,42.05,5.89,"HumanOdor_CO2","Culex quinquefasciatus",19,0.693147160559945
"Barcelona","Site_7",2024-11-01,"Spain",7,2,61.09,4.32,21.06,59.35,4.37,"Light_CO2","Anopheles gambiae",31,1.0594736585558
"Barcelona","Site_7",2024-11-01,"Spain",7,2,61.09,4.32,21.06,59.35,4.37,"Light_CO2","Culex quinquefasciatus",20,1.0594736585558
"Barcelona","Site_7",2024-11-01,"Spain",7,2,61.09,4.32,21.06,59.35,4.37,"Light_CO2","Culex pipiens",16,1.0594736585558
"Rabat","Site_7",2024-11-01,"Morocco",7,3,74.48,10.79,21.36,74.8,2.33,"HumanOdor_CO2","Aedes aegypti",29,1.3380529609131
"Rabat","Site_7",2024-11-01,"Morocco",7,3,74.48,10.79,21.36,74.8,2.33,"HumanOdor_CO2","Culex pipiens",24,1.3380529609131
"Rabat","Site_7",2024-11-01,"Morocco",7,3,74.48,10.79,21.36,74.8,2.33,"HumanOdor_CO2","Aedes albopictus",16,1.3380529609131
"Rabat","Site_7",2024-11-01,"Morocco",7,3,74.48,10.79,21.36,74.8,2.33,"HumanOdor_CO2","Anopheles gambiae",13,1.3380529609131
"Casablanca","Site_7",2024-11-01,"Morocco",7,3,54.83,6.66,20.47,76.92,0.88,"HumanOdor_CO2","Culex pipiens",18,1.09448852269303
"Casablanca","Site_7",2024-11-01,"Morocco",7,3,54.83,6.66,20.47,76.92,0.88,"HumanOdor_CO2","Aedes aegypti",20,1.09448852269303
"Casablanca","Site_7",2024-11-01,"Morocco",7,3,54.83,6.66,20.47,76.92,0.88,"HumanOdor_CO2","Aedes albopictus",16,1.09448852269303
"Utrecht","Site_8",2024-11-01,"Netherlands",8,1,29.51,45.25,20.69,56.39,5.82,"HumanOdor_CO2","Anopheles gambiae",14,1.37887323313164
"Utrecht","Site_8",2024-11-01,"Netherlands",8,1,29.51,45.25,20.69,56.39,5.82,"HumanOdor_CO2","Culex pipiens",12,1.37887323313164
"Utrecht","Site_8",2024-11-01,"Netherlands",8,1,29.51,45.25,20.69,56.39,5.82,"HumanOdor_CO2","Aedes aegypti",12,1.37887323313164
"Utrecht","Site_8",2024-11-01,"Netherlands",8,1,29.51,45.25,20.69,56.39,5.82,"HumanOdor_CO2","Culex quinquefasciatus",16,1.37887323313164
"Nijmegen","Site_8",2024-11-01,"Netherlands",8,2,58.2,10.7,21.74,58.28,3.9,"HumanOdor_CO2","Culex pipiens",18,1.06022806198501
"Nijmegen","Site_8",2024-11-01,"Netherlands",8,2,58.2,10.7,21.74,58.28,3.9,"HumanOdor_CO2","Aedes albopictus",13,1.06022806198501
"Nijmegen","Site_8",2024-11-01,"Netherlands",8,2,58.2,10.7,21.74,58.28,3.9,"HumanOdor_CO2","Aedes aegypti",9,1.06022806198501
